"ID";"global_id";"AdmArea";"District";"Address";"RegionOfFair";"PeriodOfPlacement";"Goods";"geoData";
"34";"918223355";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Рязанская область";"11.04.2019-17.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"918223356";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Владимирская область";"01.04.2019-07.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"918223357";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Костромская область";"01.04.2019-07.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"918223358";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Республика Беларусь";"21.04.2019-27.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"35";"918223359";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Ивановская область";"11.04.2019-17.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"918223360";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Курская область";"21.04.2019-27.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"918223361";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Владимирская область";"01.04.2019-07.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"39";"918223362";"Зеленоградский административный округ";"район Старое Крюково";"город Москва, город Зеленоград, Крюковская площадь, дом 1";"Тамбовская область";"01.04.2019-07.04.2019";"сельскохозяйственная продукция, продовольственная продукция, промышленные товары.";"{type=Point, coordinates=[37.174850913799325, 55.98012131195869]}";
"39";"918223363";"Зеленоградский административный округ";"район Старое Крюково";"город Москва, город Зеленоград, Крюковская площадь, дом 1";"Тамбовская область";"11.04.2019-17.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.174850913799325, 55.98012131195869]}";
"39";"918223364";"Зеленоградский административный округ";"район Старое Крюково";"город Москва, город Зеленоград, Крюковская площадь, дом 1";"Курская область";"01.02.2019-07.02.2019";"сельскохозяйственная продукция, продовольственная продукция, промышленные товары.";"{type=Point, coordinates=[37.174850913799325, 55.98012131195869]}";
"112";"918223365";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Саратовская область";"11.04.2019-17.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"112";"918223366";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Калужская область";"21.04.2019-27.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"112";"918223367";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Чувашская Республика";"11.04.2019-17.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"112";"918223368";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Рязанская область";"01.04.2019-07.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"115";"918223369";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Рязанская область";"01.02.2019-07.02.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223370";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Рязанская область";"01.03.2019-07.03.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223371";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Рязанская область";"01.04.2019-07.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223372";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Белгородская область";"11.01.2019-17.01.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223373";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Калужская область";"21.01.2019-27.01.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223374";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Белгородская область";"11.02.2019-17.02.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223375";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Калужская область";"21.02.2019-27.02.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223376";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Белгородская область";"11.03.2019-17.03.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223377";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Калужская область";"21.03.2019-27.03.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223378";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Белгородская область";"11.04.2019-17.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"918223379";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Калужская область";"21.04.2019-27.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"28";"918223380";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Псковская область";"21.04.2019-27.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"918223381";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Ивановская область";"01.04.2019-07.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"918223382";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Брянская область";"11.04.2019-17.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"29";"918223383";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Владимирская область";"11.04.2019-17.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"918223384";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Чувашская Республика";"01.04.2019-07.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"918223385";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Тамбовская область";"21.04.2019-27.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"918223386";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Республика Марий Эл";"01.04.2019-07.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"918223387";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Республика Беларусь";"21.04.2019-27.04.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"34";"919797788";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Владимирская область";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"919797789";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Воронежская область";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"919797791";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Пензенская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"919797792";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Тамбовская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"919797793";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Ивановская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"919797794";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Владимирская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"35";"919797795";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Владимирская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"919797796";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Удмуртская Республика";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"919797797";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Республика Марий Эл";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"919797798";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Алтайский край";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"919797799";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Костромская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"919797800";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Республика Беларусь";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"39";"919797801";"Зеленоградский административный округ";"район Старое Крюково";"город Москва, город Зеленоград, Крюковская площадь, дом 1";"Рязанская область";"01.05.2019-07.05.2019";"сельскохозяйственная продукция, продовольственная продукция, промышленные товары.";"{type=Point, coordinates=[37.174850913799325, 55.98012131195869]}";
"228";"919797802";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Владимирская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"919797803";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Нижегородская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"919797804";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Самарская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"919797805";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Курская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"919797806";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Республика Беларусь";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"919797807";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Республика Мордовия";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"112";"919797808";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Тамбовская область";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"112";"919797809";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Вологодская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"112";"919797810";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Брянская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"115";"919797811";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Рязанская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"919797812";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Белгородская область";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"919797813";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Калужская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"28";"919797816";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Чувашская Республика";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"919797817";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Саратовская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"919797820";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Ивановская область";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"919797821";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Калужская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"919797823";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Рязанская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"29";"919797824";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Псковская область";"21.05.2019-27.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"919797826";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Рязанская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"919797828";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Тверская область";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"919797829";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Белгородская область";"11.05.2019-17.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"919797831";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Воронежская область";"01.05.2019-07.05.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"34";"926139732";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Рязанская область";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"926139733";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Саратовская область";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"926139734";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Чувашская Республика";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"926139735";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Тамбовская область";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"926139736";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Ярославская область";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"34";"926139737";"Восточный административный округ";"район Гольяново";"город Москва, Уральская улица, дом 4";"Вологодская область";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.79885072650054, 55.81108099001607]}";
"35";"926139738";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Нижегородская область";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"926139739";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Ярославская область";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"926139740";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Ивановская область";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"926139741";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Самарская область";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"926139742";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Курская область";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"35";"926139743";"Южный административный округ";"район Царицыно";"город Москва, Пролетарский проспект, дом 18";"Владимирская обл";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.656693306607316, 55.634940316808425]}";
"39";"926139744";"Зеленоградский административный округ";"район Старое Крюково";"город Москва, город Зеленоград, Крюковская площадь, дом 1";"Рязанская область";"01.06.2019-07.06.2019";"сельскохозяйственная продукция, продовольственная продукция, промышленные товары.";"{type=Point, coordinates=[37.174850913799325, 55.98012131195869]}";
"228";"926139745";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Тамбовская область";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"926139746";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Алтайский край";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"926139747";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Республика Беларусь";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"926139748";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Республика Беларусь";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"228";"926139749";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковский проезд, дом 6, корпус 1";"Республика Мордовия";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.65150946051868, 55.59314080704914]}";
"112";"926139750";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Ивановская область";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"112";"926139751";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Калужская область";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"112";"926139752";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 57, корпус 1";"Воронежская область";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.766164, 55.676494]}";
"115";"926139753";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Рязанская область";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"926139754";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Белгородская область";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"115";"926139755";"Юго-Западный административный округ";"район Ясенево";"город Москва, Новоясеневский проспект, дом 1, строение 4";"Калужская область";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.510358, 55.618278]}";
"28";"926139756";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Владимирская область";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"926139757";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Белгородская область";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"926139758";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Ивановская область";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"926139759";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Псковская область";"11.06.2019-17.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"28";"926139760";"Восточный административный округ";"район Новогиреево";"город Москва, Зелёный проспект, дом 81";"Тверская область";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.819555420158196, 55.751808551299625]}";
"29";"926139761";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Удмуртская Республика";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"926139762";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Республика Марий Эл";"21.06.2019-27.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
"29";"926139763";"Юго-Западный административный округ";"район Черёмушки";"город Москва, Нахимовский проспект, дом 51/21";"Тамбовская область";"01.06.2019-07.06.2019";"сельскохозяйственные, продовольственные и промышленные товары";"{type=Point, coordinates=[37.563965045981625, 55.67718930594285]}";
